field_1,lat,long,distance_t,NAME
"457",47.3844000000,-122.4380000000,2.8190175192,Vashon Island
"458",47.4904000000,-122.2260000000,0.3292306914,Renton
"459",47.3663000000,-122.0890000000,0.1893146303,Kent
"460",47.5637000000,-122.1230000000,0.2885413151,Issaquah
"461",47.3759000000,-122.1250000000,0.2773570325,Kent
"462",47.3912000000,-122.1670000000,0.7994561683,Kent
"463",47.3305000000,-122.3710000000,0.9504192127,Federal Way
"464",47.7617000000,-122.3570000000,0.3773603846,Shoreline
"465",47.6499000000,-121.9090000000,0.1303095000,Riverview
"466",47.7311000000,-122.3530000000,0.4477163566,Seattle
"467",47.3701000000,-122.1070000000,0.3061545587,Kent
"468",47.4857000000,-122.3180000000,0.3470059230,Highline
"469",47.3724000000,-122.0420000000,0.8269691056,Tahoma
"470",47.4855000000,-122.2660000000,0.9326332597,Tukwila
"471",47.6336000000,-122.0640000000,0.3819152889,Lake Washington
"472",47.7170000000,-122.2810000000,0.7060598117,Seattle
"473",47.6332000000,-122.0660000000,0.3852930196,Lake Washington
"474",47.5906000000,-122.0620000000,0.2950476167,Issaquah
"475",47.5461000000,-121.9980000000,0.3193937730,Issaquah
"476",47.5674000000,-122.2900000000,0.4044999422,Seattle
"477",47.6943000000,-122.2900000000,0.0588907787,Seattle
"478",47.5486000000,-122.3800000000,0.2746333127,Seattle
"479",47.6658000000,-122.1880000000,0.2005495664,Lake Washington
"480",47.5772000000,-122.1530000000,0.3549710224,Bellevue
"481",47.3875000000,-122.1610000000,0.7879549493,Kent
"482",47.6344000000,-122.1740000000,0.4125118605,Bellevue
"483",47.5275000000,-122.3910000000,0.8887329266,Seattle
"484",47.6179000000,-122.0050000000,0.4991827964,Lake Washington
"485",47.3078000000,-122.3780000000,0.5478887817,Federal Way
"486",47.5521000000,-122.1370000000,0.5994840454,Bellevue
"487",47.5158000000,-122.2640000000,0.2600391099,Seattle
"488",47.5985000000,-121.9770000000,0.5339165178,Issaquah
"489",47.5645000000,-122.0820000000,0.9646950598,Issaquah
"490",47.6734000000,-122.1540000000,0.3837322110,Lake Washington
"491",47.4734000000,-122.1860000000,0.6653566446,Renton
"492",47.3811000000,-122.0870000000,0.8250611433,Kent
"493",47.7081000000,-122.2150000000,0.7279457697,Lake Washington
"494",47.7193000000,-122.2160000000,0.3151662630,Lake Washington
"495",47.6192000000,-122.3010000000,0.2604464166,Seattle
"496",47.5836000000,-122.3870000000,0.2557504759,Seattle
"497",47.3841000000,-122.2840000000,0.2602415010,Federal Way
"498",47.5872000000,-122.3900000000,0.5235483782,Seattle
"499",47.5322000000,-121.8800000000,0.1967798954,Snoqualmie Valley
"500",47.5416000000,-121.8640000000,0.8375034543,Snoqualmie Valley
"501",47.6799000000,-122.3810000000,0.2091721394,Seattle
"502",47.3672000000,-122.1510000000,0.3911494811,Kent
"503",47.6840000000,-122.2050000000,0.4574952057,Lake Washington
"504",47.4404000000,-122.1910000000,0.4232693151,Renton
"505",47.4467000000,-122.2810000000,0.5256091113,Highline
"506",47.6729000000,-122.3630000000,0.1913951452,Seattle
"507",47.5346000000,-122.3850000000,0.4233784600,Seattle
"508",47.6454000000,-122.3730000000,0.4829800979,Seattle
"509",47.6821000000,-122.1960000000,0.2721270885,Lake Washington
"510",47.7206000000,-122.1100000000,0.4775431383,Northshore
"511",47.4877000000,-122.1390000000,0.6664927374,Issaquah
"512",47.6554000000,-122.0180000000,1.0325022223,Lake Washington
"513",47.7343000000,-122.3470000000,0.4703680407,Shoreline
"514",47.5789000000,-122.3930000000,0.2886923020,Seattle
"515",47.7439000000,-122.3390000000,0.2445527127,Shoreline
"516",47.3818000000,-122.2250000000,0.3465326433,Kent
"517",47.6734000000,-122.1730000000,0.3280305673,Lake Washington
"518",47.6415000000,-122.2850000000,0.5128380054,Seattle
"519",47.4711000000,-122.0840000000,1.0320616174,Issaquah
"520",47.4520000000,-122.1770000000,0.3976568648,Renton
"521",47.4973000000,-122.2210000000,0.3926708944,Renton
"522",47.7546000000,-122.3410000000,0.2323237429,Shoreline
"523",47.4667000000,-122.2150000000,0.2352243751,Renton
"524",47.5186000000,-122.3740000000,0.1735449152,Seattle
"525",47.6221000000,-122.1930000000,0.6983143939,Bellevue
"526",47.6830000000,-122.0390000000,0.2181156321,Lake Washington
"527",47.6033000000,-121.9430000000,1.6381556211,Riverview
"528",47.7315000000,-122.3050000000,0.3530464580,Seattle
"529",47.6917000000,-122.0840000000,0.6689074876,Lake Washington
"530",47.3608000000,-122.0560000000,1.0966883618,Tahoma
"531",47.2852000000,-122.1900000000,0.5193781100,Auburn
"532",47.5931000000,-122.0710000000,0.3559505834,Issaquah
"533",47.4097000000,-122.3160000000,0.4374476145,Highline
"534",47.3105000000,-122.0210000000,0.7539121934,Enumclaw
"535",47.4296000000,-122.1610000000,0.6098121793,Kent
"536",47.7373000000,-122.1970000000,0.7366601530,Northshore
"537",47.6582000000,-122.3450000000,0.3038285437,Seattle
"538",47.3577000000,-122.1600000000,0.4651499131,Kent
"539",47.4490000000,-122.2050000000,0.6221690004,Renton
"540",47.4169000000,-122.3480000000,0.6490780960,Highline
"541",47.5025000000,-122.1860000000,0.2467518331,Renton
"542",47.3644000000,-122.2800000000,0.1397544849,Federal Way
"543",47.5896000000,-122.0090000000,0.6875442361,Issaquah
"544",47.3914000000,-122.1690000000,0.5321484794,Kent
"545",47.7197000000,-122.1310000000,1.4365542094,Northshore
"546",47.5623000000,-122.1160000000,0.0703106158,Issaquah
"547",47.5213000000,-122.3570000000,0.3201940064,Seattle
"548",47.4518000000,-122.1600000000,0.3556264093,Renton
"549",47.4949000000,-122.3000000000,0.1530459630,Highline
"550",47.5885000000,-122.2480000000,1.4076116877,Mercer Island
"551",47.6452000000,-122.4110000000,0.5225474321,Seattle
"552",47.7490000000,-122.3050000000,0.2444967062,Shoreline
"553",47.4727000000,-122.1980000000,0.6107370690,Renton
"554",47.7403000000,-122.2560000000,0.3008549439,Northshore
"555",47.5146000000,-122.1170000000,1.5710361624,Issaquah
"556",47.5666000000,-122.2310000000,0.3477594574,Mercer Island
"557",47.4339000000,-122.2910000000,0.5397498349,Highline
"558",47.6368000000,-122.0970000000,0.2146359024,Lake Washington
"559",47.3628000000,-122.0750000000,0.3197415545,Kent
"560",47.5200000000,-121.8450000000,0.9725546288,Snoqualmie Valley
"561",47.2953000000,-122.0830000000,2.7641754170,Auburn
"562",47.6935000000,-122.3520000000,0.5420274346,Seattle
"563",47.6239000000,-122.0230000000,0.3471784406,Lake Washington
"564",47.5846000000,-122.1680000000,0.5570841817,Bellevue
"565",47.6969000000,-122.0260000000,0.9337780726,Lake Washington
"566",47.5050000000,-122.2590000000,0.4072112043,Seattle
"567",47.6670000000,-122.2890000000,0.3420595161,Seattle
"568",47.6376000000,-122.3530000000,0.1898090917,Seattle
"569",47.6929000000,-121.8700000000,1.9220135177,Riverview
"570",47.3572000000,-122.0150000000,0.6291267184,Tahoma
"571",47.5816000000,-121.9700000000,0.6808663313,Snoqualmie Valley
"572",47.5502000000,-122.3110000000,0.1990010492,Seattle
"573",47.6136000000,-122.2990000000,0.3730653958,Seattle
"574",47.4478000000,-122.1610000000,0.4358342595,Renton
"575",47.4219000000,-122.0070000000,1.0581962661,Tahoma
"576",47.3521000000,-122.2120000000,1.1090860143,Auburn
"577",47.7466000000,-122.0290000000,0.7455948672,Northshore
"578",47.7727000000,-122.2290000000,0.2508341800,Northshore
"579",47.3062000000,-122.3710000000,0.2925315365,Federal Way
"580",47.5422000000,-121.8600000000,0.9985993200,Snoqualmie Valley
"581",47.3366000000,-122.3060000000,0.3499243129,Federal Way
"582",47.5730000000,-122.4090000000,0.2912981923,Seattle
"583",47.7258000000,-122.1770000000,0.3039663879,Lake Washington
"584",47.4025000000,-122.1760000000,0.3163932940,Kent
"585",47.4760000000,-121.7550000000,0.6308949174,Snoqualmie Valley
"586",47.6045000000,-122.3070000000,0.2455926104,Seattle
"587",47.6366000000,-122.0580000000,0.4469788323,Lake Washington
"588",47.3725000000,-122.0600000000,0.9932127559,Tahoma
"589",47.5897000000,-122.2920000000,0.3768773875,Seattle
"590",47.6277000000,-121.9720000000,2.5208425712,Snoqualmie Valley
"591",47.1803000000,-121.9740000000,1.8692410544,Enumclaw
"592",47.4489000000,-122.1880000000,0.6853079746,Renton
"593",47.3665000000,-122.0170000000,0.3986018375,Tahoma
"594",47.4964000000,-122.2510000000,0.2927890023,Renton
"595",47.4920000000,-122.3170000000,0.6931737163,Highline
"596",47.5496000000,-122.3730000000,0.3940258564,Seattle
"597",47.5008000000,-121.7760000000,0.4911366587,Snoqualmie Valley
"598",47.2846000000,-122.3410000000,0.1827215506,Federal Way
"599",47.5494000000,-122.2160000000,0.4344239648,Mercer Island
"600",47.7123000000,-122.0270000000,0.8507227091,Lake Washington
"601",47.3131000000,-122.1150000000,0.4179179231,Auburn
"602",47.3122000000,-121.9960000000,0.4524795502,Enumclaw
"603",47.6947000000,-122.1250000000,0.3218501196,Lake Washington
"604",47.5665000000,-122.0180000000,0.5938520843,Issaquah
"605",47.4250000000,-122.2830000000,0.7085178691,Highline
"606",47.6634000000,-122.3400000000,0.0986238639,Seattle
"607",47.7047000000,-122.3730000000,0.5895630266,Seattle
"608",47.3666000000,-122.0840000000,0.1493296691,Kent
"609",47.7466000000,-122.2420000000,0.7990573317,Northshore
"610",47.6972000000,-122.3500000000,0.4668431031,Seattle
"611",47.6372000000,-122.3950000000,0.4604808224,Seattle
"612",47.5694000000,-122.0010000000,0.5694076408,Issaquah
"613",47.6214000000,-122.0240000000,0.1592247558,Lake Washington
"614",47.3961000000,-122.1880000000,0.2658064797,Kent
"615",47.7162000000,-122.3090000000,0.3232865864,Seattle
"616",47.6844000000,-122.1130000000,0.5065359111,Lake Washington
"617",47.5737000000,-122.0180000000,0.6819650935,Issaquah
"618",47.4474000000,-121.7710000000,2.2747597124,Snoqualmie Valley
"619",47.3128000000,-122.1840000000,0.3926319996,Auburn
"620",47.4022000000,-122.1710000000,0.2752283749,Kent
"621",47.5671000000,-122.3910000000,0.4077213721,Seattle
"622",47.2876000000,-122.2120000000,0.1187261004,Auburn
"623",47.6820000000,-122.3720000000,0.1208717114,Seattle
"624",47.7125000000,-122.3310000000,0.1788409662,Seattle
"625",47.4960000000,-122.2390000000,0.2672898103,Renton
"626",47.5876000000,-122.3090000000,0.1202823867,Seattle
"627",47.6821000000,-122.2730000000,0.1794361829,Seattle
"628",47.6581000000,-122.3960000000,0.2892364664,Seattle
"629",47.3496000000,-122.0940000000,0.4893675004,Kent
"630",47.1951000000,-122.0010000000,0.3739340310,Enumclaw
"631",47.6539000000,-122.3960000000,0.3276142402,Seattle
"632",47.5375000000,-122.1780000000,0.2933777349,Renton
"633",47.7605000000,-122.2670000000,1.2414489338,Northshore
"634",47.6663000000,-122.3260000000,0.1394911136,Seattle
"635",47.6978000000,-122.1300000000,0.2714986408,Lake Washington
"636",47.3221000000,-122.2150000000,0.1416794317,Auburn
"637",47.4488000000,-122.2750000000,0.7172076277,Highline
"638",47.2681000000,-122.3100000000,0.6792741628,Federal Way
"639",47.5821000000,-122.3900000000,0.2068044479,Seattle
"640",47.5395000000,-122.3900000000,0.0874171534,Seattle
"641",47.3360000000,-122.2690000000,0.3884832272,Federal Way
"642",47.7679000000,-122.2610000000,0.6588311488,Northshore
"643",47.5818000000,-122.4020000000,0.4216388974,Seattle
"644",47.5317000000,-121.8530000000,1.0689420007,Snoqualmie Valley
"645",47.3647000000,-122.0500000000,1.3315352696,Tahoma
"646",47.5338000000,-122.3840000000,0.4929146786,Seattle
"647",47.6681000000,-122.3050000000,0.7131039408,Seattle
"648",47.4152000000,-122.3000000000,0.4699744019,Highline
"649",47.5044000000,-122.3500000000,0.1264118392,Highline
"650",47.4793000000,-122.3460000000,0.5054858122,Highline
"651",47.7627000000,-122.0760000000,0.3253109641,Northshore
"652",47.5193000000,-122.2740000000,0.3319607143,Seattle
"653",47.5550000000,-122.3790000000,0.1766400716,Seattle
"654",47.5260000000,-121.8260000000,0.2375903383,Snoqualmie Valley
"655",47.6550000000,-122.1240000000,0.8292377085,Lake Washington
"656",47.7022000000,-122.2240000000,0.9946913902,Lake Washington
"657",47.6718000000,-122.2670000000,0.2288503947,Seattle
"658",47.6327000000,-122.1090000000,0.4745887418,Lake Washington
"659",47.6245000000,-122.1980000000,0.6120789760,Bellevue
"660",47.4761000000,-121.7580000000,0.5064558727,Snoqualmie Valley
"661",47.5221000000,-122.0450000000,0.5953604405,Issaquah
"662",47.7522000000,-122.2780000000,0.5718630327,Shoreline
"663",47.7145000000,-122.3110000000,0.1833974034,Seattle
"664",47.7404000000,-122.1100000000,0.8981853078,Northshore
"665",47.4834000000,-122.1590000000,0.5614364164,Renton
"666",47.7049000000,-122.3530000000,0.3861951520,Seattle
"667",47.6915000000,-122.3810000000,0.3959433813,Seattle
"668",47.3360000000,-122.3190000000,0.1186456574,Federal Way
"669",47.6597000000,-122.2740000000,0.2792903130,Seattle
"670",47.6759000000,-122.2860000000,0.3499180064,Seattle
"671",47.6988000000,-122.3190000000,0.1130861800,Seattle
"672",47.5427000000,-122.1810000000,0.2526804493,Renton
"673",47.6462000000,-122.3180000000,0.3583208138,Seattle
"674",47.4406000000,-122.1460000000,0.5503147169,Kent
"675",47.7050000000,-122.2020000000,0.5311795139,Lake Washington
"676",47.4965000000,-121.7850000000,0.1387706451,Snoqualmie Valley
"677",47.5024000000,-122.2710000000,0.4404732656,Seattle
"678",47.5304000000,-122.3870000000,0.6842363407,Seattle
"679",47.5440000000,-121.8720000000,0.8147381362,Snoqualmie Valley
"680",47.2910000000,-122.3680000000,0.7771529838,Federal Way
"681",47.6932000000,-122.0060000000,0.6870734023,Riverview
"682",47.3558000000,-122.0040000000,1.1886027247,Tahoma
"683",47.5536000000,-122.3590000000,0.3739106472,Seattle
"684",47.6942000000,-122.3210000000,0.1392281672,Seattle
"685",47.5462000000,-122.1820000000,0.4281685053,Renton
"686",47.2918000000,-122.3460000000,0.1814611184,Federal Way
"687",47.5441000000,-121.8820000000,0.8524264789,Snoqualmie Valley
"688",47.6982000000,-122.2980000000,0.5300877977,Seattle
"689",47.7415000000,-122.1010000000,1.0325611487,Northshore
"690",47.4862000000,-122.2240000000,0.2311934469,Renton
"691",47.5553000000,-122.2200000000,0.1718687915,Mercer Island
"692",47.4406000000,-122.1410000000,0.8825231647,Kent
"693",47.6997000000,-122.3160000000,0.2661194723,Seattle
"694",47.6726000000,-122.0300000000,0.8871559719,Lake Washington
"695",47.3702000000,-122.1850000000,0.2693350564,Kent
"696",47.5896000000,-122.0830000000,0.9657478958,Issaquah
"697",47.3923000000,-122.3110000000,0.4895659233,Highline
"698",47.3664000000,-122.1000000000,0.1361912600,Kent
"699",47.5894000000,-122.1950000000,0.1636718837,Bellevue
"700",47.5708000000,-122.3590000000,0.5632648933,Seattle
"701",47.5156000000,-122.2620000000,0.1664269739,Seattle
"702",47.5890000000,-122.1770000000,0.2808951652,Bellevue
"703",47.6385000000,-122.3700000000,0.2482599245,Seattle
"704",47.4672000000,-122.2910000000,0.7289367785,Highline
"705",47.3444000000,-122.3270000000,0.2783291720,Federal Way
"706",47.7310000000,-122.1910000000,0.4801685072,Lake Washington
"707",47.7646000000,-122.2710000000,0.7905775090,Shoreline
"708",47.5015000000,-122.1240000000,0.7527101283,Issaquah
"709",47.2413000000,-121.9720000000,1.4534281701,Enumclaw
"710",47.4206000000,-122.1830000000,0.5333123107,Kent
"711",47.3575000000,-122.2800000000,0.2352666604,Federal Way
"712",47.6285000000,-122.0250000000,0.1923400644,Lake Washington
"713",47.3437000000,-122.3160000000,0.3162882100,Federal Way
"714",47.7573000000,-122.2200000000,0.1848699228,Northshore
"715",47.3745000000,-122.2750000000,0.5359557087,Kent
"716",47.7359000000,-122.3090000000,0.3081924125,Shoreline
"717",47.7142000000,-122.2860000000,0.4965307650,Seattle
"718",47.7142000000,-122.2860000000,0.4965307650,Seattle
"719",47.3131000000,-121.9980000000,0.3979717656,Enumclaw
"720",47.3668000000,-122.0310000000,0.6390132525,Tahoma
"721",47.6893000000,-122.3490000000,0.3710658281,Seattle
"722",47.6350000000,-122.1640000000,0.5854175917,Bellevue
"723",47.6664000000,-122.1310000000,0.4517764127,Lake Washington
"724",47.4938000000,-122.2550000000,0.1231031117,Renton
"725",47.4525000000,-122.1620000000,0.2517773134,Renton
"726",47.3825000000,-122.3190000000,0.6283762046,Highline
"727",47.5326000000,-122.3760000000,0.2380987542,Seattle
"728",47.4818000000,-122.1610000000,0.6522580894,Renton
"729",47.7287000000,-122.0770000000,1.1127758809,Lake Washington
"730",47.4908000000,-122.2250000000,0.3617379911,Renton
"731",47.4429000000,-121.7590000000,2.1822920714,Snoqualmie Valley
"732",47.7336000000,-121.9650000000,0.6002060036,Riverview
"733",47.7591000000,-122.2800000000,0.4555033957,Shoreline
"734",47.3591000000,-122.2010000000,0.4670842268,Kent
"735",47.4388000000,-122.1620000000,0.2353949442,Kent
"736",47.7004000000,-122.3680000000,0.5009802399,Seattle
"737",47.5633000000,-122.1310000000,0.4846747919,Bellevue
"738",47.6585000000,-122.2730000000,0.3616500085,Seattle
"739",47.3415000000,-122.2720000000,0.3778766950,Federal Way
"740",47.3818000000,-122.2000000000,0.4852641020,Kent
"741",47.6950000000,-122.3660000000,0.6012263538,Seattle
"742",47.7479000000,-122.0620000000,0.8432385045,Northshore
"743",47.7422000000,-122.0730000000,0.3482282211,Northshore
"744",47.6921000000,-122.3800000000,0.3402930527,Seattle
"745",47.7533000000,-122.1980000000,0.5415215462,Northshore
"746",47.5793000000,-122.4020000000,0.3105347418,Seattle
"747",47.7767000000,-122.2390000000,0.6903133698,Northshore
"748",47.6988000000,-122.3870000000,0.2714993321,Seattle
"749",47.7121000000,-122.2140000000,0.4558622961,Lake Washington
"750",47.7447000000,-122.3130000000,0.3094616637,Shoreline
"751",47.5671000000,-122.4050000000,0.3952103517,Seattle
"752",47.5646000000,-122.3170000000,0.2321778020,Seattle
"753",47.7170000000,-122.0200000000,1.0304938844,Riverview
"754",47.6374000000,-122.2790000000,0.3561270447,Seattle
"755",47.3272000000,-122.3550000000,0.1491735662,Federal Way
"756",47.5511000000,-122.1570000000,0.5504912136,Bellevue
"757",47.5912000000,-122.3840000000,0.7933151416,Seattle
"758",47.5987000000,-122.1780000000,0.5237138674,Bellevue
"759",47.5132000000,-122.2620000000,0.1953470354,Seattle
"760",47.6333000000,-121.9700000000,2.9108949159,Snoqualmie Valley
"761",47.5818000000,-122.3870000000,0.1313967617,Seattle
"762",47.7576000000,-121.9340000000,1.7187753809,Riverview
"763",47.3608000000,-122.0430000000,0.6994588250,Tahoma
"764",47.4987000000,-122.1660000000,0.2069506187,Renton
"765",47.6216000000,-122.0560000000,0.3081390494,Lake Washington
"766",47.6051000000,-122.1950000000,0.1341178276,Bellevue
"767",47.3630000000,-122.0800000000,0.2664175613,Kent
