X,Y,OBJECTID,KC_Fac_FID,KCParkFID,SiteName,SiteType,Owner,OwnerType,Manager,ManageType,Maintd_By,MaintType,Label_Type
-122.412090555122,47.5709826418312,172,7058,3241503,Cormorant Cove,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.409994439425,47.5685170912766,173,7059,3241504,Andover Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.407108467721,47.5628837547245,174,7060,3241505,Emma Schmitz Memorial Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.416055753081,47.5751960625621,175,7186,3241506,Bar-S Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.419041258823,47.5743153522787,176,7187,3241507,Charles Richey Sr Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.399933923429,47.559683583175,177,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.405201228437,47.5655370551426,178,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.401221190596,47.5609049536152,179,7188,3241508,Me-Kwa-Mooks Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.410009278431,47.5675166480354,180,7857,3241509,Weather Watch Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.380550010566,47.5540391429568,181,7189,3242301,Fairmount Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.368360895063,47.5546571852787,182,2474,3242401,West Seattle Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.36868363865,47.5587570035551,183,2474,3242401,West Seattle Golf Course,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.364759989926,47.5550986434407,184,7069,3242402,Puget Boulevard Commons,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.365966827396,47.5546981138916,185,7070,3242403,Greg Davis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.365970574751,47.5543691164484,186,7070,3242403,Greg Davis Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.365203632783,47.5546938281495,187,7071,3242404,Cottage Grove Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.365207659911,47.5543648832376,188,7071,3242404,Cottage Grove Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.358797185564,47.5511082620778,189,7190,3242405,Puget Creek Greenspace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.358894338018,47.5521563002634,190,7190,3242405,Puget Creek Greenspace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.357947919303,47.552499700461,191,7190,3242405,Puget Creek Greenspace,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.359947552794,47.5473669649628,192,7191,3242406,Puget Ridge Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.348990819703,47.5479313922672,193,7195,3242407,West Duwamish GS: Puget Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.349086858951,47.5496321800999,194,7195,3242407,West Duwamish GS: Puget Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.352960044226,47.554469652577,195,7195,3242407,West Duwamish GS: Puget Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.356653824398,47.5590123121632,196,7196,3242408,Puget Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.373160351007,47.5562421359692,197,7222,3242409,Camp Long,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.375881512094,47.5614917354269,198,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.375897529785,47.5593456683229,199,7223,3242410,Rotary Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.373480164069,47.5399400389369,200,2473,3242501,Walt Hundley Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.369543584453,47.5328049345925,201,7206,3242503,E.C. Hughes Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.397754963672,47.5401722675384,202,7072,3242601,Lowman Beach Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.390399431833,47.5364069320835,203,7073,3242602,Solstice Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.379630201559,47.5383569823917,204,7207,3242603,Orchard Street Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.380722026891,47.5382710098036,205,7207,3242603,Orchard Street Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.392723918207,47.5414722394835,206,7208,3242604,Pelly Place Natural Area,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.387551144416,47.5457101092204,207,7852,3242605,Morgan Junction Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.396013337823,47.5311765968138,208,2472,3243501,Lincoln Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.381212201775,47.5183564021022,209,2471,3243502,Fauntleroy Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.383873652046,47.519331550542,210,2471,3243502,Fauntleroy Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.387985486685,47.5212318499096,211,7074,3243504,Kilbourne Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.388498599893,47.521407445383,212,7074,3243504,Kilbourne Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.392350332313,47.522399034952,213,7209,3243505,Fauntleroy Creek Ravine,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.387787818833,47.5208748596787,214,7210,3243506,Katharine Colman Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.368870056563,47.5194735465875,215,2776,3243602,Roxhill Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.374405799384,47.6768673276526,216,2470,3250101,Ballard High School Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.374794227874,47.6901178673205,217,7000,3250103,Baker Park on Crown Hill,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.363629973623,47.6842253210086,218,7001,3250104,6th Avenue NW Pocket Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.368004089185,47.6804810912516,219,7851,3250105,Kirke Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.383240958859,47.6841054004671,220,2469,3250201,Loyal Heights Playfield,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.382143720061,47.6795172320754,221,2468,3250202,Salmon Bay Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.397528981512,47.6776730705094,222,7006,3250203,Webster Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.400940092483,47.6840332717315,223,2442,3250301,Sunset Hill Viewpoint Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.423781636642,47.6602442725888,224,2477,3251001,Discovery Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.419543161211,47.6601369725734,225,2477,3251001,Discovery Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.400105557689,47.6653643670789,226,6974,3251002,Commodore Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.406574086932,47.67218998119,227,7109,3251003,Northwest 60th Viewpoint,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.395216041502,47.6707104817805,228,6969,3251101,Thyme Patch Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.379117173389,47.6741866564959,229,6970,3251102,Ballard Corners Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.391549436411,47.6727858939684,230,6971,3251103,Ballard Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.384494581492,47.6683308295164,231,6972,3251104,Bergen Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.384971719394,47.6679766033599,232,6973,3251105,Marvins Garden,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.385485604715,47.670548707186,233,7107,3251106,Ballard Commons Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.397678935256,47.6668403892071,234,7314,3251107,Carl S. English Jr. Botanical Gardens,Park Site,Army Corps of Engineers,Federal,Army Corps of Engineers,Federal,Army Corps of Engineers,Federal,1
-122.369683892386,47.6672925455881,235,2445,3251201,Gilman Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.361032639577,47.6689036433497,236,7103,3251202,Greenwood Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.358092758821,47.6662167190204,237,7104,3251203,Cascade Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.357603616138,47.6666855458742,238,7105,3251204,Sunset Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.359432549525,47.6675658762474,239,7106,3251205,Rainier Place,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.276759681681,47.693820618315,240,2900,3251301,Burke-Gilman Trail Site - Seattle,Trail Site Regional,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.275444271915,47.6686410804567,241,2900,3251301,Burke-Gilman Trail Site - Seattle,Trail Site Regional,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.280730815351,47.7200172944145,242,2900,3251301,Burke-Gilman Trail Site - Seattle,Trail Site Regional,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.306691838079,47.65075918156,243,2900,3251301,Burke-Gilman Trail Site - Seattle,Trail Site Regional,City of Seattle,City,City of Seattle,City,City of Seattle,City,3
-122.360603058365,47.6520492641079,244,6983,3251302,West Ewing Mini Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.361346989625,47.6597189454944,245,6990,3251303,Ross Playground,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.356670729273,47.6611081163707,246,6991,3251304,Fremont Peak Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.373592817761,47.6610025618327,247,7108,3251305,14th Avenue NW Boat Ramp,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.357840650782,47.6517733695522,248,6982,3251306,Fremont Canal Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.393230915996,47.654929603774,249,6975,3251402,Lawton Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.391067047312,47.655108923014,250,6975,3251402,Lawton Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.403236955162,47.6602500992648,251,7110,3251501,Kiwanis Ravine Overlook,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.400979589812,47.6616434814877,252,7111,3251502,Kiwanis Memorial Preserve Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.417491841247,47.6406078028269,253,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.418737982373,47.639716756875,254,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.401460291541,47.6311208802536,255,7112,3251503,Magnolia Tidelands Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
-122.415935893132,47.6500282134073,256,7113,3251504,Carleton Highlands,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.40913945407,47.6512913793446,257,7114,3251505,Arapahoe Triangle,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.396351837529,47.6326853854174,258,2420,3252201,Magnolia Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,0
-122.398539003333,47.6353531399845,259,2420,3252201,Magnolia Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,1
-122.412501445155,47.6404841208865,260,2420,3252201,Magnolia Park,Park Site,City of Seattle,City,City of Seattle,City,City of Seattle,City,2
