field_1,lat,long,Hub distan,E19013171
"581",47.3366000000,-122.3060000000,,"62036"
"582",47.5730000000,-122.4090000000,,"110368"
"583",47.7258000000,-122.1770000000,,"95313"
"584",47.4025000000,-122.1760000000,,"98889"
"585",47.4760000000,-121.7550000000,,"102348"
"586",47.6045000000,-122.3070000000,,"83090"
"587",47.6366000000,-122.0580000000,,"170063"
"588",47.3725000000,-122.0600000000,,"105268"
"589",47.5897000000,-122.2920000000,,"95075"
"590",47.6277000000,-121.9720000000,,"149688"
"591",47.1803000000,-121.9740000000,,"77593"
"592",47.4489000000,-122.1880000000,,"66633"
"593",47.3665000000,-122.0170000000,,"119466"
"594",47.4964000000,-122.2510000000,,"52242"
"595",47.4920000000,-122.3170000000,,"75449"
"596",47.5496000000,-122.3730000000,,"46731"
"597",47.5008000000,-121.7760000000,,"102348"
"598",47.2846000000,-122.3410000000,,"83611"
"599",47.5494000000,-122.2160000000,,"203313"
"600",47.7123000000,-122.0270000000,,"108080"
"601",47.3131000000,-122.1150000000,,"90781"
"602",47.3122000000,-121.9960000000,,"110139"
"603",47.6947000000,-122.1250000000,,"147525"
"604",47.5665000000,-122.0180000000,,"149385"
"605",47.4250000000,-122.2830000000,,"54879"
"606",47.6634000000,-122.3400000000,,"87112"
"607",47.7047000000,-122.3730000000,,"92059"
"608",47.3666000000,-122.0840000000,,"96250"
"609",47.7466000000,-122.2420000000,,"119653"
"610",47.6972000000,-122.3500000000,,"69596"
"611",47.6372000000,-122.3950000000,,"170031"
"612",47.5694000000,-122.0010000000,,"149385"
"613",47.6214000000,-122.0240000000,,"180761"
"614",47.3961000000,-122.1880000000,,"50817"
"615",47.7162000000,-122.3090000000,,"59807"
"616",47.6844000000,-122.1130000000,,"106855"
"617",47.5737000000,-122.0180000000,,"152059"
"618",47.4474000000,-121.7710000000,,"107044"
"619",47.3128000000,-122.1840000000,,"75649"
"620",47.4022000000,-122.1710000000,,"84271"
"621",47.5671000000,-122.3910000000,,"120189"
"622",47.2876000000,-122.2120000000,,"50926"
"623",47.6820000000,-122.3720000000,,"103470"
"624",47.7125000000,-122.3310000000,,"63705"
"625",47.4960000000,-122.2390000000,,"93571"
"626",47.5876000000,-122.3090000000,,"65255"
"627",47.6821000000,-122.2730000000,,"80208"
"628",47.6581000000,-122.3960000000,,"84583"
"629",47.3496000000,-122.0940000000,,"95408"
"630",47.1951000000,-122.0010000000,,"51559"
"631",47.6539000000,-122.3960000000,,"117449"
"632",47.5375000000,-122.1780000000,,"122647"
"633",47.7605000000,-122.2670000000,,"125481"
"634",47.6663000000,-122.3260000000,,"105536"
"635",47.6978000000,-122.1300000000,,"147525"
"636",47.3221000000,-122.2150000000,,"60558"
"637",47.4488000000,-122.2750000000,,"83897"
"638",47.2681000000,-122.3100000000,,"79394"
"639",47.5821000000,-122.3900000000,,"102569"
"640",47.5395000000,-122.3900000000,,"107201"
"641",47.3360000000,-122.2690000000,,"92632"
"642",47.7679000000,-122.2610000000,,"125339"
"643",47.5818000000,-122.4020000000,,"120189"
"644",47.5317000000,-121.8530000000,,"150943"
"645",47.3647000000,-122.0500000000,,"97688"
"646",47.5338000000,-122.3840000000,,"107201"
"647",47.6681000000,-122.3050000000,,"95463"
"648",47.4152000000,-122.3000000000,,"63692"
"649",47.5044000000,-122.3500000000,,"49260"
"650",47.4793000000,-122.3460000000,,"60989"
"651",47.7627000000,-122.0760000000,,"127434"
"652",47.5193000000,-122.2740000000,,"83786"
"653",47.5550000000,-122.3790000000,,"83245"
"654",47.5260000000,-121.8260000000,,"100260"
"655",47.6550000000,-122.1240000000,,"136250"
"656",47.7022000000,-122.2240000000,,"135200"
"657",47.6718000000,-122.2670000000,,"175735"
"658",47.6327000000,-122.1090000000,,"163032"
"659",47.6245000000,-122.1980000000,,"140026"
"660",47.4761000000,-121.7580000000,,"102348"
"661",47.5221000000,-122.0450000000,,"102806"
"662",47.7522000000,-122.2780000000,,"113438"
"663",47.7145000000,-122.3110000000,,"59807"
"664",47.7404000000,-122.1100000000,,"127434"
"665",47.4834000000,-122.1590000000,,"113682"
"666",47.7049000000,-122.3530000000,,"69596"
"667",47.6915000000,-122.3810000000,,"126096"
"668",47.3360000000,-122.3190000000,,"97372"
"669",47.6597000000,-122.2740000000,,"175735"
"670",47.6759000000,-122.2860000000,,"103333"
"671",47.6988000000,-122.3190000000,,"84395"
"672",47.5427000000,-122.1810000000,,"122647"
"673",47.6462000000,-122.3180000000,,"109055"
"674",47.4406000000,-122.1460000000,,"108256"
"675",47.7050000000,-122.2020000000,,"90270"
"676",47.4965000000,-121.7850000000,,"102348"
"677",47.5024000000,-122.2710000000,,"75040"
"678",47.5304000000,-122.3870000000,,"107201"
"679",47.5440000000,-121.8720000000,,"150943"
"680",47.2910000000,-122.3680000000,,"63897"
"681",47.6932000000,-122.0060000000,,"149688"
"682",47.3558000000,-122.0040000000,,"110139"
"683",47.5536000000,-122.3590000000,,"92756"
"684",47.6942000000,-122.3210000000,,"84395"
"685",47.5462000000,-122.1820000000,,"122647"
"686",47.2918000000,-122.3460000000,,"83611"
"687",47.5441000000,-121.8820000000,,"150943"
"688",47.6982000000,-122.2980000000,,"106458"
"689",47.7415000000,-122.1010000000,,"127434"
"690",47.4862000000,-122.2240000000,,"58335"
"691",47.5553000000,-122.2200000000,,"202827"
"692",47.4406000000,-122.1410000000,,"108256"
"693",47.6997000000,-122.3160000000,,"99726"
"694",47.6726000000,-122.0300000000,,"146596"
"695",47.3702000000,-122.1850000000,,"96917"
"696",47.5896000000,-122.0830000000,,"149743"
"697",47.3923000000,-122.3110000000,,"51048"
"698",47.3664000000,-122.1000000000,,"96250"
"699",47.5894000000,-122.1950000000,,"163864"
"700",47.5708000000,-122.3590000000,,"81066"
"701",47.5156000000,-122.2620000000,,"58827"
"702",47.5890000000,-122.1770000000,,"127200"
"703",47.6385000000,-122.3700000000,,"127702"
"704",47.4672000000,-122.2910000000,,"61985"
"705",47.3444000000,-122.3270000000,,"97372"
"706",47.7310000000,-122.1910000000,,"111497"
"707",47.7646000000,-122.2710000000,,"125481"
"708",47.5015000000,-122.1240000000,,"100069"
"709",47.2413000000,-121.9720000000,,"77593"
"710",47.4206000000,-122.1830000000,,"95300"
"711",47.3575000000,-122.2800000000,,"68762"
"712",47.6285000000,-122.0250000000,,"180761"
"713",47.3437000000,-122.3160000000,,"68449"
"714",47.7573000000,-122.2200000000,,"81796"
"715",47.3745000000,-122.2750000000,,"92782"
"716",47.7359000000,-122.3090000000,,"81207"
"717",47.7142000000,-122.2860000000,,"105286"
"718",47.7142000000,-122.2860000000,,"105286"
"719",47.3131000000,-121.9980000000,,"110139"
"720",47.3668000000,-122.0310000000,,"118548"
"721",47.6893000000,-122.3490000000,,"124107"
"722",47.6350000000,-122.1640000000,,"121250"
"723",47.6664000000,-122.1310000000,,"128088"
"724",47.4938000000,-122.2550000000,,"52242"
"725",47.4525000000,-122.1620000000,,"82222"
"726",47.3825000000,-122.3190000000,,"72835"
"727",47.5326000000,-122.3760000000,,"99706"
"728",47.4818000000,-122.1610000000,,"72500"
"729",47.7287000000,-122.0770000000,,"165000"
"730",47.4908000000,-122.2250000000,,"58335"
"731",47.4429000000,-121.7590000000,,"107044"
"732",47.7336000000,-121.9650000000,,"142738"
"733",47.7591000000,-122.2800000000,,"125481"
"734",47.3591000000,-122.2010000000,,"51362"
"735",47.4388000000,-122.1620000000,,"92531"
"736",47.7004000000,-122.3680000000,,"92059"
"737",47.5633000000,-122.1310000000,,"158909"
"738",47.6585000000,-122.2730000000,,"175735"
"739",47.3415000000,-122.2720000000,,"90133"
"740",47.3818000000,-122.2000000000,,"46697"
"741",47.6950000000,-122.3660000000,,"79375"
"742",47.7479000000,-122.0620000000,,"133603"
"743",47.7422000000,-122.0730000000,,"133603"
"744",47.6921000000,-122.3800000000,,"126096"
"745",47.7533000000,-122.1980000000,,"109943"
"746",47.5793000000,-122.4020000000,,"120189"
"747",47.7767000000,-122.2390000000,,"81796"
"748",47.6988000000,-122.3870000000,,"126096"
"749",47.7121000000,-122.2140000000,,"106391"
"750",47.7447000000,-122.3130000000,,"81207"
"751",47.5671000000,-122.4050000000,,"110368"
"752",47.5646000000,-122.3170000000,,"63891"
"753",47.7170000000,-122.0200000000,,"108080"
"754",47.6374000000,-122.2790000000,,"135956"
"755",47.3272000000,-122.3550000000,,"97372"
"756",47.5511000000,-122.1570000000,,"170119"
"757",47.5912000000,-122.3840000000,,"102569"
"758",47.5987000000,-122.1780000000,,"127200"
"759",47.5132000000,-122.2620000000,,"93862"
"760",47.6333000000,-121.9700000000,,"149688"
"761",47.5818000000,-122.3870000000,,"102569"
"762",47.7576000000,-121.9340000000,,"119813"
"763",47.3608000000,-122.0430000000,,"118548"
"764",47.4987000000,-122.1660000000,,"66433"
"765",47.6216000000,-122.0560000000,,"170063"
"766",47.6051000000,-122.1950000000,,"103875"
"767",47.3630000000,-122.0800000000,,"96250"
"768",47.6777000000,-122.2870000000,,"103333"
"769",47.3384000000,-122.3360000000,,"97372"
"770",47.4598000000,-122.1500000000,,"100461"
"771",47.5089000000,-122.1890000000,,"97250"
"772",47.7751000000,-122.3800000000,,"115058"
"773",47.6797000000,-122.3620000000,,"110202"
"774",47.5771000000,-122.1440000000,,"96471"
"775",47.6188000000,-122.1140000000,,"119567"
"776",47.4802000000,-122.2790000000,,"59438"
"777",47.6101000000,-122.2950000000,,"120608"
"778",47.3314000000,-122.1720000000,,"119423"
"779",47.6196000000,-122.2860000000,,"173438"
"780",47.4750000000,-122.1100000000,,"115493"
"781",47.7146000000,-122.2170000000,,"135200"
"782",47.7073000000,-122.3560000000,,"92059"
"783",47.6583000000,-122.3510000000,,"95917"
"784",47.6261000000,-122.1250000000,,"135185"
"785",47.3109000000,-122.3760000000,,"83442"
"786",47.6949000000,-122.3710000000,,"79375"
"787",47.4691000000,-121.9930000000,,"113651"
"788",47.3289000000,-122.3270000000,,"65302"
"789",47.5293000000,-122.3630000000,,"68333"
"790",47.6792000000,-122.1150000000,,"106855"
"791",47.6337000000,-122.0440000000,,"170063"
"792",47.5506000000,-122.1340000000,,"170119"
"793",47.4920000000,-122.3330000000,,"75449"
"794",47.4781000000,-122.2940000000,,"57448"
"795",47.7041000000,-122.3550000000,,"69596"
"796",47.6304000000,-121.9940000000,,"149688"
"797",47.6815000000,-122.1980000000,,"118382"
"798",47.5341000000,-121.8670000000,,"150943"
"799",47.7354000000,-122.0780000000,,"165000"
"800",47.6518000000,-122.3350000000,,"101270"
"801",47.5619000000,-122.1620000000,,"147450"
"802",47.7148000000,-122.2050000000,,"94390"
"803",47.7460000000,-122.2180000000,,"126269"
"804",47.5222000000,-122.3750000000,,"99706"
"805",47.5756000000,-122.0100000000,,"149385"
"806",47.3405000000,-122.0580000000,,"109764"
"807",47.5433000000,-122.1850000000,,"122647"
"808",47.6799000000,-122.0340000000,,"146596"
"809",47.3900000000,-122.1530000000,,"112050"
"810",47.6329000000,-122.1210000000,,"145221"
"811",47.6124000000,-122.3090000000,,"78846"
"812",47.4802000000,-122.1790000000,,"72500"
"813",47.5839000000,-121.9910000000,,"176389"
"814",47.5602000000,-122.2270000000,,"202827"
"815",47.3077000000,-122.0110000000,,"110139"
"816",47.5707000000,-122.0170000000,,"152059"
"817",47.3839000000,-122.2250000000,,"39835"
"818",47.5390000000,-122.1880000000,,"122647"
"819",47.2118000000,-121.9830000000,,"59833"
"820",47.2597000000,-122.2280000000,,"114792"
"821",47.3930000000,-122.1840000000,,"98889"
"822",47.6347000000,-122.3960000000,,"170031"
"823",47.7493000000,-122.3510000000,,"74643"
"824",47.7493000000,-122.3510000000,,"74643"
"825",47.5282000000,-122.2790000000,,"83786"
"826",47.6820000000,-122.3480000000,,"124107"
"827",47.4778000000,-122.2860000000,,"57448"
"828",47.6357000000,-122.1230000000,,"145221"
"829",47.5771000000,-122.0500000000,,"168068"
"830",47.6898000000,-122.3270000000,,"128292"
"831",47.4622000000,-122.1270000000,,"95658"
"832",47.3102000000,-122.3810000000,,"89736"
"833",47.6061000000,-122.1170000000,,"119567"
"834",47.2940000000,-122.2810000000,,"82955"
"835",47.3272000000,-122.3620000000,,"97372"
"836",47.7176000000,-122.0330000000,,"108080"
"837",47.7176000000,-122.0330000000,,"108080"
"838",47.3748000000,-122.2760000000,,"92782"
"839",47.3337000000,-122.1910000000,,"119423"
"840",47.5033000000,-122.3000000000,,"53877"
"841",47.7321000000,-122.3400000000,,"86696"
"842",47.5719000000,-122.1190000000,,"96471"
"843",47.2477000000,-121.9370000000,,"77593"
"844",47.7027000000,-122.3610000000,,"92059"
"845",47.4723000000,-122.1210000000,,"115493"
"846",47.6645000000,-122.3250000000,,"41089"
"847",47.7738000000,-122.2030000000,,"83125"
"848",47.6618000000,-122.1360000000,,"128088"
"849",47.3085000000,-122.3760000000,,"83442"
"850",47.5691000000,-121.9960000000,,"149385"
"851",47.3841000000,-122.0060000000,,"110063"
"852",47.5446000000,-122.3850000000,,"105896"
"853",47.7557000000,-122.2370000000,,"81796"
"854",47.2635000000,-122.2090000000,,"114792"
"855",47.4829000000,-122.1280000000,,"115493"
"856",47.3898000000,-122.0490000000,,"105268"
"857",47.5152000000,-122.1970000000,,"97250"
"858",47.5081000000,-122.0930000000,,"151820"
"859",47.3729000000,-122.1150000000,,"110551"
"860",47.4810000000,-122.3230000000,,"75449"
"861",47.6742000000,-122.2840000000,,"127373"
"862",47.6963000000,-122.1690000000,,"99696"
"863",47.5951000000,-122.3070000000,,"65255"
"864",47.2658000000,-122.2190000000,,"114792"
"865",47.3576000000,-122.0390000000,,"97041"
"866",47.4802000000,-122.1880000000,,"72500"
"867",47.5682000000,-122.0050000000,,"149385"
"868",47.5517000000,-122.2760000000,,"63493"
"869",47.3122000000,-122.1910000000,,"75649"
"870",47.5962000000,-122.2880000000,,"99167"
"871",47.6071000000,-122.1370000000,,"98805"
"872",47.6652000000,-122.1880000000,,"143920"
"873",47.6323000000,-122.0360000000,,"170063"
"874",47.5611000000,-122.1060000000,,"152560"
"875",47.4040000000,-122.2030000000,,"79158"
"876",47.7356000000,-122.1980000000,,"109943"
"877",47.3586000000,-122.3140000000,,"68449"
"878",47.4940000000,-122.3070000000,,"43646"
"879",47.7004000000,-122.3050000000,,"81250"
"880",47.5507000000,-122.3810000000,,"105896"
"881",47.2959000000,-122.1910000000,,"64802"
"882",47.6675000000,-122.2890000000,,"127373"
"883",47.6402000000,-122.3700000000,,"109567"
"884",47.6209000000,-122.2220000000,,"140026"
"885",47.6094000000,-122.2910000000,,"173438"
"886",47.6608000000,-122.3330000000,,"120318"
"887",47.7364000000,-122.1930000000,,"109943"
"888",47.7438000000,-122.1720000000,,"97670"
"889",47.6724000000,-122.0130000000,,"149688"
"890",47.6476000000,-122.3180000000,,"109055"
"891",47.3782000000,-122.1270000000,,"110551"
"892",47.5185000000,-122.3520000000,,"56629"
"893",47.5260000000,-122.3610000000,,"68333"
"894",47.5922000000,-122.1460000000,,"84583"
"895",47.5368000000,-122.2160000000,,"216488"
"896",47.7637000000,-122.0500000000,,"133603"
"897",47.6916000000,-122.1880000000,,"125600"
"898",47.3592000000,-122.0760000000,,"96250"
"899",47.5627000000,-122.2150000000,,"202827"
"900",47.7418000000,-122.0390000000,,"133603"
"901",47.5134000000,-122.2000000000,,"81216"
"902",47.5492000000,-122.3720000000,,"46731"
"903",47.4614000000,-122.1680000000,,"100461"
"904",47.6900000000,-122.3040000000,,"113472"
"905",47.3627000000,-122.0370000000,,"118548"
"906",47.3969000000,-122.1980000000,,"53056"
"907",47.5728000000,-122.3040000000,,"74953"
"908",47.5499000000,-122.3910000000,,"105896"
"909",47.3113000000,-122.2070000000,,"63516"
"910",47.6390000000,-122.1000000000,,"163032"
"911",47.3315000000,-122.2630000000,,"92632"
"912",47.5353000000,-122.3490000000,,"92756"
"913",47.4315000000,-122.1920000000,,"65799"
"914",47.6733000000,-122.3010000000,,"95463"
"915",47.6655000000,-122.3690000000,,"91288"
"916",47.4095000000,-122.1950000000,,"79158"
"917",47.5270000000,-122.3560000000,,"68333"
"918",47.4599000000,-122.1720000000,,"82222"
"919",47.3702000000,-122.3170000000,,"68449"
"920",47.6903000000,-121.9150000000,,"142738"
"921",47.4405000000,-122.2800000000,,"48212"
"922",47.5371000000,-122.2180000000,,"216488"
"923",47.5666000000,-122.3750000000,,"81066"
"924",47.6597000000,-122.2040000000,,"134665"
"925",47.4046000000,-122.1860000000,,"84271"
"926",47.5383000000,-122.2680000000,,"84491"
"927",47.7052000000,-122.3430000000,,"70250"
"928",47.4417000000,-122.0900000000,,"104330"
"929",47.5355000000,-122.2830000000,,"32247"
"930",47.7096000000,-122.1990000000,,"94390"
"931",47.3414000000,-122.0470000000,,"104883"
"932",47.3023000000,-122.0690000000,,"104883"
"933",47.6804000000,-122.3580000000,,"110202"
"934",47.6972000000,-122.4000000000,,"110139"
"935",47.3556000000,-122.0260000000,,"97041"
"936",47.7463000000,-122.3150000000,,"81207"
"937",47.3545000000,-122.1580000000,,"102639"
"938",47.5583000000,-121.8520000000,,"150943"
"939",47.6653000000,-122.3720000000,,"91288"
"940",47.5513000000,-122.2730000000,,"111026"
"941",47.5446000000,-122.3820000000,,"105896"
"942",47.7174000000,-122.2820000000,,"138224"
"943",47.6364000000,-122.3000000000,,"179922"
"944",47.4522000000,-122.3550000000,,"100077"
"945",47.3275000000,-122.3610000000,,"97372"
"946",47.6271000000,-122.1970000000,,"140026"
"947",47.4895000000,-121.7870000000,,"102348"
"948",47.5484000000,-122.1190000000,,"152560"
"949",47.5453000000,-122.2780000000,,"53295"
"950",47.7012000000,-122.2860000000,,"135088"
"951",47.6630000000,-122.1780000000,,"127708"
"952",47.6617000000,-122.3560000000,,"116279"
"953",47.5878000000,-121.9760000000,,"176389"
"954",47.5784000000,-122.3770000000,,"81066"
"955",47.6606000000,-122.3310000000,,"120318"
"956",47.3622000000,-122.0590000000,,"105268"
"957",47.7612000000,-122.3620000000,,"107544"
"958",47.5491000000,-122.2720000000,,"111026"
"959",47.5711000000,-122.3830000000,,"114212"
"960",47.6273000000,-122.0620000000,,"166591"
"961",47.6233000000,-122.3190000000,,"68838"
"962",47.2105000000,-121.9890000000,,"59833"
"963",47.7649000000,-122.0490000000,,"133603"
"964",47.4999000000,-122.3680000000,,"83919"
"965",47.3461000000,-122.2720000000,,"90133"
"966",47.6471000000,-122.0600000000,,"166591"
"967",47.7283000000,-122.2220000000,,"100069"
"968",47.6495000000,-122.1980000000,,"143920"
"969",47.5724000000,-122.3840000000,,"114212"
"970",47.4061000000,-122.3300000000,,"72513"
"971",47.7289000000,-122.2830000000,,"50948"
"972",47.5460000000,-122.0110000000,,"124252"
"973",47.5515000000,-122.0800000000,,"151820"
"974",47.6301000000,-122.0190000000,,"180761"
"975",47.3908000000,-122.1730000000,,"98889"
"976",47.3011000000,-122.3690000000,,"83442"
"977",47.3298000000,-122.2970000000,,"62036"
"978",47.5364000000,-122.1730000000,,"122063"
"979",47.4545000000,-122.2080000000,,"85031"
"980",47.5702000000,-122.1280000000,,"158909"
"981",47.5175000000,-121.8780000000,,"150943"
"982",47.6971000000,-122.3720000000,,"92059"
"983",47.7145000000,-122.3610000000,,"146750"
"984",47.6774000000,-122.3240000000,,"82268"
"985",47.1949000000,-122.0100000000,,"51559"
"986",47.5048000000,-122.3010000000,,"53877"
"987",47.5303000000,-122.3780000000,,"99706"
"988",47.5688000000,-122.0170000000,,"152059"
"989",47.5867000000,-122.1740000000,,"127200"
"990",47.6948000000,-122.3280000000,,"84395"
